Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#1082,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-27 17:05:41 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1081,jaxon@zonos.com,partially_refunded,2023-01-27 16:50:12 -0500,unfulfilled,,no,USD,50.00,50.68,0.00,100.68,bogo,50.00,fake rule Duties & Taxes Included,2023-01-27 16:50:11 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rn6JBUE7lUkKa8H6GGGwZWuKl,26.84,Jaxons Soda shop,5258494247220,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rn6JBUE7lUkKa8H6GGGwZWuKl,,,rn6JBUE7lUkKa8H6GGGwZWuKl + #1081.2
#1081,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-27 16:50:11 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1080,jaxon@zonos.com,partially_refunded,2023-01-27 16:36:50 -0500,unfulfilled,,no,USD,50.00,50.68,0.00,100.68,bogo,50.00,fake rule Duties & Taxes Included,2023-01-27 16:36:50 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$20.00 shipping, $23.84 duty and tax","Duty: $0.00
Tax: $6.00
Carrier Fees: $17.84
Shipping: $20.00
Carton: 8x4x2 in (2 items)",,(for testing) Bogus Gateway,rl7ZStG7buvbb2rL8oCNi7XqG,26.84,Jaxons Soda shop,5258488414516,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rl7ZStG7buvbb2rL8oCNi7XqG,,,rl7ZStG7buvbb2rL8oCNi7XqG + #1080.2
#1080,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-27 16:36:50 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1079,jaxon@zonos.com,paid,2023-01-27 16:32:38 -0500,unfulfilled,,no,USD,90.00,50.68,0.00,140.68,coke,10.00,fake rule Duties & Taxes Included,2023-01-27 16:32:37 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon portr,2216 Tolmie Street,2216 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon portr,2216 Tolmie Street,2216 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,re37hWAsKQPdj32AwQgiQCnUj,0.00,Jaxons Soda shop,5258486841652,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,re37hWAsKQPdj32AwQgiQCnUj,,,re37hWAsKQPdj32AwQgiQCnUj
#1078,jaxon@zonos.com,paid,2023-01-23 15:18:21 -0500,unfulfilled,,no,USD,50.00,77.39,0.00,127.39,"",0.00,fake rule Duties & Taxes Included,2023-01-23 15:18:20 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxons Porter,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,Jaxons Porter,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,"$20.00 shipping, $57.39 duty and tax","Duty: $0.00
Tax: $20.12
Carrier Fees: $37.27
Shipping: $20.00
Carton: 8x4x2 in (1 item)",,(for testing) Bogus Gateway,rgBCJiMj4YnadSY3MDx87eH6M,0.00,Jaxons Soda shop,5256630599988,"",Low,web,0.00,,,,,,,,,,,,,,Santarém,Santarém,rgBCJiMj4YnadSY3MDx87eH6M,,,rgBCJiMj4YnadSY3MDx87eH6M
#1077,jaxon@zonos.com,paid,2023-01-23 15:07:06 -0500,unfulfilled,,no,USD,50.00,77.39,0.00,127.39,"",0.00,fake rule Duties & Taxes Included,2023-01-23 15:07:05 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,J Porter,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,J Porter,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,"$20.00 shipping, $57.39 duty and tax","Duty: $0.00
Tax: $20.12
Carrier Fees: $37.27
Shipping: $20.00
Carton: 8x4x2 in (1 item)",,(for testing) Bogus Gateway,rErVK5ypKilAsC98z1zgPKGBd,0.00,Jaxons Soda shop,5256626929972,"",Low,web,0.00,,,,,,,,,,,,,,Santarém,Santarém,rErVK5ypKilAsC98z1zgPKGBd,,,rErVK5ypKilAsC98z1zgPKGBd
#1076,jaxon@zonos.com,paid,2023-01-23 14:06:35 -0500,unfulfilled,,no,USD,100.00,90.50,0.00,190.50,"",0.00,fake rule Duties & Taxes Included,2023-01-23 14:06:34 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Ja P,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,Ja P,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,"$20.00 shipping, $70.50 duty and tax","Duty: $0.00
Tax: $31.62
Carrier Fees: $38.88
Shipping: $20.00
Carton: 8x4x2 in (2 items)",,(for testing) Bogus Gateway,r34FI47vkqHcCBQShS6aH5yiE,0.00,Jaxons Soda shop,5256602550580,"",Low,web,0.00,,,,,,,,,,,,,,Santarém,Santarém,r34FI47vkqHcCBQShS6aH5yiE,,,r34FI47vkqHcCBQShS6aH5yiE
#1075,jaxon@zonos.com,paid,2023-01-23 13:57:45 -0500,unfulfilled,,no,USD,100.00,80.40,0.00,180.40,"",0.00,fake rule Duties & Taxes Included,2023-01-23 13:57:40 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxermany P,Hochstraße 46,Hochstraße 46,,,Berlin,'13357,,DE,,Jaxermany P,Hochstraße 46,Hochstraße 46,,,Berlin,'13357,,DE,,"$20.00 shipping, $60.40 duty and tax","Duty: $0.00
Tax: $25.52
Carrier Fees: $34.88
Shipping: $20.00
Carton: 8x4x2 in (2 items)",,(for testing) Bogus Gateway,rwmWMtm9tcWDHlWO8MtS7mHKU,0.00,Jaxons Soda shop,5256599208244,"",Low,web,0.00,,,,,,,,,,,,,,,,rwmWMtm9tcWDHlWO8MtS7mHKU,,,rwmWMtm9tcWDHlWO8MtS7mHKU
#1074,jaxon@zonos.com,partially_refunded,2023-01-19 15:33:53 -0500,unfulfilled,,no,USD,45.00,82.13,0.00,127.13,coke,5.00,UPS Standard Duties & Taxes Included,2023-01-19 15:33:52 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$41.90 shipping, $39.63 duties and taxes","Duty: $0.00
Tax: $5.40
Carrier Fees: $34.23
Shipping: $41.90",,(for testing) Bogus Gateway,rEu6csicqePaAiRz9y5O1JrTt,0.60,Jaxons Soda shop,5254740312372,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rEu6csicqePaAiRz9y5O1JrTt,,,rEu6csicqePaAiRz9y5O1JrTt + #1074.2
#1073,jaxon@zonos.com,paid,2023-01-19 15:31:51 -0500,unfulfilled,,no,USD,50.00,309.76,0.00,359.76,bogo,50.00,UPS Expedited  Duties & Taxes Included,2023-01-19 15:31:50 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,J P,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,J P,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,,"",,(for testing) Bogus Gateway,rgfFZD7U1aQrgdwxQXwVom9Uv,0.00,Jaxons Soda shop,5254739394868,"",Low,web,0.00,,,,,,,,,,,,,,Santarém,Santarém,rgfFZD7U1aQrgdwxQXwVom9Uv,,,rgfFZD7U1aQrgdwxQXwVom9Uv
#1073,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-19 15:31:50 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1072,jaxon@zonos.com,partially_refunded,2023-01-19 15:29:00 -0500,unfulfilled,,no,USD,50.00,95.52,0.00,145.52,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-19 15:28:59 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $40.23 duties and taxes","Duty: $0.00
Tax: $6.00
Carrier Fees: $34.23
Shipping: $44.36",,(for testing) Bogus Gateway,rXc41WKDEd1r1ETVLiolonxWV,10.93,Jaxons Soda shop,5254737854772,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rXc41WKDEd1r1ETVLiolonxWV,,,rXc41WKDEd1r1ETVLiolonxWV + #1072.2
#1072,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-19 15:28:59 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1071,jaxon@zonos.com,partially_refunded,2023-01-19 15:20:41 -0500,unfulfilled,,no,USD,90.00,196.56,0.00,286.56,coke,10.00,UPS Saver  Duties & Taxes Included,2023-01-19 15:20:40 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$162.14 shipping, $32.02 duties and taxes","Duty: $0.00
Tax: $9.60
Carrier Fees: $22.42
Shipping: $162.14",,(for testing) Bogus Gateway,rf5KOL6Opb0qYfEu7jMJ41VbL,2.40,Jaxons Soda shop,5254733463860,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rf5KOL6Opb0qYfEu7jMJ41VbL,,,rf5KOL6Opb0qYfEu7jMJ41VbL + #1071.2
#1070,jaxon@zonos.com,partially_refunded,2023-01-19 12:54:39 -0500,unfulfilled,,no,USD,80.00,186.47,0.00,266.47,order,20.00,UPS Expedited  Duties & Taxes Included,2023-01-19 12:54:39 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$152.05 shipping, $29.62 duties and taxes","Duty: $0.00
Tax: $7.20
Carrier Fees: $22.42
Shipping: $152.05",,(for testing) Bogus Gateway,r8jlOXW95IC2a2tmkI5sf82M5,4.80,Jaxons Soda shop,5254663864628,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r8jlOXW95IC2a2tmkI5sf82M5,,,r8jlOXW95IC2a2tmkI5sf82M5 + #1070.2
#1069,jaxon@zonos.com,paid,2023-01-19 12:52:06 -0500,unfulfilled,,no,USD,80.00,95.52,0.00,175.52,order,20.00,UPS Standard Duties & Taxes Included,2023-01-19 12:52:05 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $51.16 duties and taxes","Duty: $0.00
Tax: $12.00
Carrier Fees: $39.16
Shipping: $44.36",,(for testing) Bogus Gateway,rUx9o2t9Rq3Wa6pBF4XL3b8hA,0.00,Jaxons Soda shop,5254662258996,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rUx9o2t9Rq3Wa6pBF4XL3b8hA,,,rUx9o2t9Rq3Wa6pBF4XL3b8hA
#1068,jaxon@zonos.com,partially_refunded,2023-01-19 12:41:05 -0500,unfulfilled,,no,USD,80.00,95.52,0.00,175.52,order,20.00,UPS Standard Duties & Taxes Included,2023-01-19 12:41:04 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $41.43 duties and taxes","Duty: $0.00
Tax: $7.20
Carrier Fees: $34.23
Shipping: $44.36",,(for testing) Bogus Gateway,rBvSvS16IUa3zI3ioR556U2LS,9.73,Jaxons Soda shop,5254656033076,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rBvSvS16IUa3zI3ioR556U2LS,,,rBvSvS16IUa3zI3ioR556U2LS + #1068.2
#1067,jaxon@zonos.com,paid,2023-01-19 12:39:11 -0500,unfulfilled,,no,USD,80.00,95.52,0.00,175.52,order,20.00,UPS Standard Duties & Taxes Included,2023-01-19 12:39:10 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rQkP5v3b7ApMTx1qu4Yg751tE,0.00,Jaxons Soda shop,5254655148340,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rQkP5v3b7ApMTx1qu4Yg751tE,,,rQkP5v3b7ApMTx1qu4Yg751tE
#1066,jaxon@zonos.com,paid,2023-01-19 12:37:10 -0500,unfulfilled,,no,USD,80.00,95.52,0.00,175.52,order,20.00,UPS Standard Duties & Taxes Included,2023-01-19 12:37:09 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $51.16 duties and taxes","Duty: $0.00
Tax: $12.00
Carrier Fees: $39.16
Shipping: $44.36",,(for testing) Bogus Gateway,rTVbYlH7yNoLSDLmGAR3axpqE,0.00,Jaxons Soda shop,5254654165300,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rTVbYlH7yNoLSDLmGAR3axpqE,,,rTVbYlH7yNoLSDLmGAR3axpqE
#1065,jaxon@zonos.com,paid,2023-01-18 17:37:01 -0500,unfulfilled,,no,USD,50.00,95.50,0.00,50.00,"bogo, ship",145.50,UPS Standard Duties & Taxes Included,2023-01-18 17:37:01 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $40.22 duties and taxes","Duty: $0.00
Tax: $6.00
Carrier Fees: $34.22
Shipping: $44.36",,(for testing) Bogus Gateway,rZf76X5J4HY2kgvFHDfRO3a9D,0.00,Jaxons Soda shop,5253731778868,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rZf76X5J4HY2kgvFHDfRO3a9D,,,rZf76X5J4HY2kgvFHDfRO3a9D
#1065,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 17:37:01 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1064,jaxon@zonos.com,partially_refunded,2023-01-18 17:34:32 -0500,unfulfilled,,no,USD,90.00,95.50,0.00,185.50,coke,10.00,UPS Standard Duties & Taxes Included,2023-01-18 17:34:31 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $48.74 duties and taxes","Duty: $0.00
Tax: $9.60
Carrier Fees: $39.14
Shipping: $44.36",,(for testing) Bogus Gateway,rC1O0ta3qTq7O9MPOt6vkzW9r,2.40,Jaxons Soda shop,5253728862516,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rC1O0ta3qTq7O9MPOt6vkzW9r,,,rC1O0ta3qTq7O9MPOt6vkzW9r + #1064.2
#1063,jaxon@zonos.com,partially_refunded,2023-01-18 17:27:06 -0500,unfulfilled,,no,USD,90.00,95.50,0.00,185.50,coke,10.00,UPS Standard Duties & Taxes Included,2023-01-18 17:27:05 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $48.74 duties and taxes","Duty: $0.00
Tax: $9.60
Carrier Fees: $39.14
Shipping: $44.36",,(for testing) Bogus Gateway,rcRcV7kBaKcSey90KUHLVjV9x,2.40,Jaxons Soda shop,5253721162036,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rcRcV7kBaKcSey90KUHLVjV9x,,,rcRcV7kBaKcSey90KUHLVjV9x + #1063.2
#1062,jaxon@zonos.com,paid,2023-01-18 17:25:12 -0500,unfulfilled,,no,USD,100.00,95.50,0.00,195.50,"",0.00,UPS Standard Duties & Taxes Included,2023-01-18 17:25:11 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $51.14 duties and taxes","Duty: $0.00
Tax: $12.00
Carrier Fees: $39.14
Shipping: $44.36",,(for testing) Bogus Gateway,rehZlpbuOTyVHeI2suq5xjzGD,0.00,Jaxons Soda shop,5253718901044,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rehZlpbuOTyVHeI2suq5xjzGD,,,rehZlpbuOTyVHeI2suq5xjzGD
#1061,jaxon@zonos.com,paid,2023-01-18 17:21:24 -0500,unfulfilled,,no,USD,100.00,95.50,0.00,195.50,"",0.00,UPS Standard Duties & Taxes Included,2023-01-18 17:21:23 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $51.14 duties and taxes","Duty: $0.00
Tax: $12.00
Carrier Fees: $39.14
Shipping: $44.36",,(for testing) Bogus Gateway,rqes1iwlUxQiz1ENBcrsAYo6d,0.00,Jaxons Soda shop,5253714411828,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rqes1iwlUxQiz1ENBcrsAYo6d,,,rqes1iwlUxQiz1ENBcrsAYo6d
#1060,jaxon@zonos.com,paid,2023-01-18 17:18:15 -0500,unfulfilled,,no,USD,100.00,95.50,0.00,195.50,"",0.00,UPS Standard Duties & Taxes Included,2023-01-18 17:18:14 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $51.14 duties and taxes","Duty: $0.00
Tax: $12.00
Carrier Fees: $39.14
Shipping: $44.36",,(for testing) Bogus Gateway,rMbQvLfrV7ZNU0TS1Qq4CICdB,0.00,Jaxons Soda shop,5253710905652,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rMbQvLfrV7ZNU0TS1Qq4CICdB,,,rMbQvLfrV7ZNU0TS1Qq4CICdB
#1059,jaxon@zonos.com,partially_refunded,2023-01-18 17:15:45 -0500,unfulfilled,,no,USD,50.00,95.50,0.00,145.50,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 17:15:44 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $40.22 duties and taxes","Duty: $0.00
Tax: $6.00
Carrier Fees: $34.22
Shipping: $44.36",,(for testing) Bogus Gateway,rrhTldMIKYMD0BQ406TTLFWSI,10.92,Jaxons Soda shop,5253707956532,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rrhTldMIKYMD0BQ406TTLFWSI,,,rrhTldMIKYMD0BQ406TTLFWSI + #1059.2
#1059,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 17:15:44 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1058,jaxon@zonos.com,paid,2023-01-18 17:14:10 -0500,unfulfilled,,no,USD,50.00,95.50,0.00,145.50,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 17:14:09 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rf64v4jM8tUNJyEAqFHotEAUZ,0.00,Jaxons Soda shop,5253706121524,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rf64v4jM8tUNJyEAqFHotEAUZ,,,rf64v4jM8tUNJyEAqFHotEAUZ
#1058,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 17:14:09 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1057,jaxon@zonos.com,partially_refunded,2023-01-18 16:28:54 -0500,unfulfilled,,no,USD,50.00,95.50,0.00,145.50,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 16:28:53 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $40.22 duties and taxes","Duty: $0.00
Tax: $6.00
Carrier Fees: $34.22
Shipping: $44.36",,(for testing) Bogus Gateway,rvrCaIdljMofWUK0dvzsJBODP,10.92,Jaxons Soda shop,5253656543540,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rvrCaIdljMofWUK0dvzsJBODP,,,rvrCaIdljMofWUK0dvzsJBODP + #1057.2
#1057,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 16:28:53 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1056,jaxon@zonos.com,partially_refunded,2023-01-18 16:20:42 -0500,unfulfilled,,no,USD,50.00,95.50,0.00,145.50,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 16:20:41 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,r5tCT6FJkFmdyJrTmJxJoXvmB,10.92,Jaxons Soda shop,5253646909748,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r5tCT6FJkFmdyJrTmJxJoXvmB,,,r5tCT6FJkFmdyJrTmJxJoXvmB + #1056.2
#1056,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 16:20:41 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1055,jaxon@zonos.com,partially_refunded,2023-01-18 16:17:00 -0500,unfulfilled,,no,USD,50.00,95.50,0.00,145.50,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 16:17:00 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$44.36 shipping, $40.22 duties and taxes","Duty: $0.00
Tax: $6.00
Carrier Fees: $34.22
Shipping: $44.36",,(for testing) Bogus Gateway,rdFhzuafmBwxSAiLStrsIna91,10.92,Jaxons Soda shop,5253642813748,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rdFhzuafmBwxSAiLStrsIna91,,,rdFhzuafmBwxSAiLStrsIna91 + #1055.2
